City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
322,abou el hassan,36.4166,1.1962,76.44,29.0,12.0,3.47,DZ,1717651374.0
323,queenstown,-31.8976,26.8753,42.82,54.0,0.0,5.95,ZA,1717651374.0
324,vico del gargano,41.8983,15.9576,60.26,63.0,0.0,1.72,IT,1717651374.0
325,luanda,-8.8368,13.2343,71.6,83.0,40.0,2.3,AO,1717651374.0
326,nchelenge,-9.3451,28.734,63.7,52.0,5.0,3.47,ZM,1717651374.0
327,kiama,-34.6833,150.8667,57.58,96.0,100.0,6.93,AU,1717651375.0
328,yangor,,,,,,,,
329,yamada,39.4667,141.95,64.87,65.0,30.0,7.65,JP,1717651375.0
330,sumbawa besar,-8.5,117.4333,92.44,45.0,41.0,9.22,ID,1717651375.0
331,nova sintra,14.8667,-24.7167,74.19,81.0,71.0,13.85,CV,1717651282.0
332,kerewan,13.4898,-16.0888,75.56,71.0,82.0,6.62,GM,1717651375.0
333,dzuunharaa,48.8523,106.4579,58.78,58.0,84.0,6.44,MN,1717651375.0
334,siniscola,40.5719,9.6922,62.15,55.0,0.0,2.98,IT,1717651375.0
335,victoria,22.2855,114.1577,82.96,90.0,97.0,5.01,HK,1717651322.0
336,pajok,3.8651,32.4821,70.83,85.0,93.0,0.94,SS,1717651375.0
337,codrington,-38.2667,141.9667,58.33,70.0,76.0,7.58,AU,1717651269.0
338,kerikeri,-35.2268,173.9474,60.91,85.0,99.0,1.99,NZ,1717651303.0
339,ampanihy,-24.7,44.75,70.03,60.0,0.0,4.61,MG,1717651376.0
340,brigantine,39.4101,-74.3646,70.2,98.0,100.0,10.0,US,1717651376.0
341,villa gesell,-37.2639,-56.973,55.06,93.0,68.0,8.93,AR,1717651376.0
342,ufa,54.775,56.0375,70.97,83.0,16.0,8.99,RU,1717651376.0
343,tateyama,34.9833,139.8667,71.89,67.0,97.0,9.13,JP,1717651376.0
344,plav,42.5969,19.9456,59.65,81.0,0.0,3.15,ME,1717651376.0
345,menongue,-14.6585,17.691,49.33,48.0,0.0,2.13,AO,1717651266.0
346,madera,37.1666,-119.8343,89.69,43.0,2.0,5.17,US,1717651376.0
347,sisimiut,66.9395,-53.6735,36.36,96.0,100.0,1.16,GL,1717651255.0
348,kitimat,54.0524,-128.6534,48.9,65.0,100.0,3.0,CA,1717651377.0
349,tromso,69.6496,18.957,60.82,55.0,0.0,0.0,NO,1717651377.0
350,yanjiang,30.1211,104.6481,83.57,53.0,43.0,3.04,CN,1717651377.0
351,canton,23.1167,113.25,80.55,78.0,100.0,8.57,CN,1717651200.0
352,akrehamn,59.2667,5.1833,49.41,87.0,75.0,10.36,NO,1717651377.0
353,susuman,62.7833,148.1667,63.99,24.0,7.0,1.01,RU,1717651283.0
354,pirallahi,40.4723,50.333,84.34,52.0,0.0,14.07,AZ,1717651377.0
355,polyarnyy,69.1989,33.4478,48.31,74.0,88.0,1.92,RU,1717651268.0
356,dire,12.2833,-10.9667,84.97,48.0,70.0,2.08,ML,1717651377.0
357,sola,-13.8833,167.55,79.97,69.0,45.0,21.23,VU,1717651378.0
358,diego de almagro,-26.3667,-70.05,57.11,58.0,47.0,1.74,CL,1717651378.0
359,san policarpio,12.0675,124.5625,89.33,58.0,99.0,7.94,PH,1717651378.0
360,luau,-10.7073,22.2247,59.29,43.0,23.0,3.83,AO,1717651378.0
361,camalu,30.85,-116.0667,70.88,87.0,7.0,4.88,MX,1717651378.0
362,san antonio del estrecho,,,,,,,,
363,dudinka,69.4058,86.1778,28.67,99.0,96.0,5.01,RU,1717651290.0
364,ouanaminthe,19.55,-71.7333,79.11,82.0,88.0,3.44,HT,1717651378.0
365,sabang,5.8933,95.3214,83.97,75.0,94.0,3.67,ID,1717651302.0
366,mandamarri,18.9651,79.4747,93.36,47.0,95.0,5.19,IN,1717651379.0
367,alice springs,-23.7,133.8833,58.55,51.0,0.0,14.97,AU,1717651179.0
368,toktogul,41.8708,72.9402,68.38,50.0,71.0,2.82,KG,1717651379.0
369,alo,7.4178,6.7371,74.82,98.0,54.0,3.65,NG,1717651379.0
370,holualoa,19.6228,-155.9522,77.86,79.0,75.0,11.5,US,1717651379.0
371,kabo,7.6994,18.629,74.48,81.0,93.0,4.12,CF,1717651379.0
372,tanrake village,,,,,,,,
373,zalesovo,53.9939,84.7431,59.95,90.0,98.0,13.11,RU,1717651379.0
374,hayma',,,,,,,,
375,ath thawrah,35.8469,38.5443,90.59,21.0,0.0,8.63,SY,1717651380.0
376,rongelap,11.1635,166.8941,81.93,83.0,26.0,17.83,MH,1717651301.0
377,dalnegorsk,44.5604,135.5701,62.6,98.0,96.0,1.01,RU,1717651380.0
378,arawa,-6.2132,155.5367,82.92,85.0,88.0,1.88,PG,1717651380.0
379,tomatlan,19.9333,-105.25,70.65,88.0,1.0,1.95,MX,1717651380.0
380,mitu,1.1983,-70.1733,71.78,99.0,100.0,1.48,CO,1717651380.0
381,akureyri,65.6835,-18.0878,35.53,93.0,100.0,25.32,IS,1717651265.0
382,antofagasta,-23.65,-70.4,60.08,88.0,76.0,4.52,CL,1717651315.0
383,kamakhyanagar,20.9333,85.55,104.45,29.0,2.0,9.75,IN,1717651380.0
384,ust-tsilma,65.441,52.1498,53.62,62.0,97.0,7.0,RU,1717651287.0
385,lucapa,-8.4192,20.7447,65.97,49.0,53.0,1.03,AO,1717651318.0
386,myitkyina,25.3833,97.4,93.31,54.0,38.0,3.18,MM,1717651381.0
387,sai buri,6.7013,101.6168,98.96,49.0,69.0,1.52,TH,1717651381.0
388,magadan,59.5667,150.8,64.53,75.0,99.0,5.75,RU,1717651303.0
389,hasaki,35.7333,140.8333,79.29,68.0,100.0,11.07,JP,1717651292.0
390,crane,31.3974,-102.3501,78.82,50.0,85.0,16.75,US,1717651274.0
391,viedma,-40.8135,-62.9967,54.93,55.0,99.0,12.5,AR,1717651381.0
392,novyy urgal,51.0736,132.5642,66.27,50.0,18.0,13.02,RU,1717651381.0
393,kill devil hills,36.0307,-75.676,76.98,84.0,0.0,17.27,US,1717651381.0
394,sassandra,4.95,-6.0833,76.06,92.0,99.0,4.09,CI,1717651382.0
395,at taraf,25.3628,49.725,102.74,9.0,0.0,9.71,SA,1717651382.0
396,regina,50.4501,-104.6178,53.71,74.0,20.0,19.57,CA,1717651369.0
397,nguigmi,14.2495,13.1092,81.91,56.0,24.0,11.7,NE,1717651382.0
398,ad dilam,23.9915,47.1627,97.21,9.0,0.0,11.45,SA,1717651382.0
399,chimbarongo,-34.7,-71.05,54.72,70.0,99.0,3.06,CL,1717651382.0
400,lazaro cardenas,17.9583,-102.2,77.34,77.0,5.0,4.21,MX,1717651306.0
401,reggane,26.7158,0.1714,88.41,13.0,0.0,7.72,DZ,1717651314.0
402,umuarama,-23.7664,-53.325,62.64,69.0,2.0,5.97,BR,1717651383.0
403,axim,4.8699,-2.2405,77.88,88.0,95.0,5.64,GH,1717651272.0
404,sawang daen din,17.4753,103.4575,90.09,100.0,99.0,1.03,TH,1717651383.0
405,angaur state,6.906,134.13,84.04,73.0,57.0,8.14,PW,1717651383.0
406,prince rupert,54.3161,-130.3201,47.89,90.0,100.0,21.85,CA,1717651305.0
407,mejit,10.2753,170.8646,83.23,80.0,42.0,14.9,MH,1717651269.0
408,parras de la fuente,25.4167,-102.1833,79.88,23.0,26.0,6.96,MX,1717651383.0
409,dubna,56.7333,37.1667,68.23,77.0,14.0,2.73,RU,1717651383.0
410,mayna,54.1135,47.6231,70.18,75.0,62.0,10.45,RU,1717651383.0
411,tura,25.5198,90.2201,76.12,92.0,100.0,3.44,IN,1717651275.0
412,cururupu,-1.8283,-44.8683,72.32,100.0,4.0,0.83,BR,1717651384.0
413,princeville,45.7668,-61.2985,50.32,95.0,100.0,3.44,CA,1717651384.0
414,prado,-17.3411,-39.2208,70.38,91.0,6.0,3.98,BR,1717651384.0
415,webster city,42.4694,-93.816,66.49,67.0,20.0,10.36,US,1717651384.0
416,hirara,24.8,125.2833,82.67,74.0,75.0,16.11,JP,1717651286.0
417,mgandu,-5.95,34.1333,60.78,77.0,13.0,8.19,TZ,1717651384.0
418,itsa,29.2376,30.7894,84.36,38.0,0.0,12.3,EG,1717651384.0
419,tyre,33.2733,35.1939,82.2,70.0,0.0,5.41,LB,1717651384.0
420,maxixe,-23.8597,35.3472,67.82,94.0,40.0,12.66,MZ,1717651263.0
421,lianzhou,24.7811,112.3825,78.84,73.0,96.0,2.59,CN,1717651384.0
422,lexington,37.9887,-84.4777,73.4,94.0,100.0,11.5,US,1717651201.0
423,ishigaki,24.3448,124.1572,84.33,70.0,75.0,11.5,JP,1717651385.0
424,al wakrah,24.85,51.3333,100.49,12.0,0.0,6.44,QA,1717651385.0
425,huarmey,-10.0681,-78.1522,64.06,87.0,17.0,4.99,PE,1717651385.0
426,kambia,9.1167,-12.9167,77.67,95.0,96.0,3.36,SL,1717651385.0
427,hampton bays,40.869,-72.5176,70.38,94.0,100.0,7.0,US,1717651267.0
428,sibbo,60.3775,25.2691,68.43,56.0,0.0,9.22,FI,1717651385.0
429,ceeldheer,3.8488,47.1806,82.53,73.0,42.0,17.81,SO,1717651311.0
430,bereznik,62.8551,42.7072,67.08,65.0,64.0,7.29,RU,1717651385.0
431,ulsteinvik,62.3432,5.8487,51.75,76.0,96.0,8.99,NO,1717651292.0
432,serov,59.6033,60.5787,56.14,96.0,100.0,3.67,RU,1717651315.0
433,lerwick,60.1545,-1.1494,44.6,73.0,100.0,17.16,GB,1717651288.0
434,inekar,,,,,,,,
435,saudarkrokur,65.7461,-19.6394,34.61,100.0,100.0,17.52,IS,1717651386.0
436,baganga,7.5739,126.56,87.46,69.0,68.0,8.43,PH,1717651386.0
437,arrifes,37.7667,-25.7,62.92,82.0,40.0,17.27,PT,1717651386.0
438,zapala,-38.8992,-70.0544,44.24,89.0,74.0,8.5,AR,1717651386.0
439,yaren,-0.5472,166.916,83.84,68.0,97.0,2.53,NR,1717651291.0
440,mogocha,53.7333,119.7667,83.28,24.0,9.0,9.17,RU,1717651386.0
441,harriman,35.934,-84.5524,75.51,99.0,40.0,8.05,US,1717651386.0
442,miles city,46.4083,-105.8406,58.17,41.0,0.0,6.91,US,1717651387.0
443,tuensang,26.2833,94.8333,82.54,54.0,10.0,4.83,IN,1717651387.0
444,ginir,7.1333,40.7,64.69,73.0,49.0,5.1,ET,1717651387.0
445,pandan,14.0453,124.1694,83.61,80.0,93.0,3.33,PH,1717651308.0
446,prabumulih,-3.45,104.25,90.07,58.0,51.0,2.64,ID,1717651387.0
447,el calafate,-50.3408,-72.2768,33.01,94.0,100.0,1.79,AR,1717651387.0
448,isla vista,34.4133,-119.861,66.99,94.0,100.0,5.75,US,1717651387.0
449,isangel,-19.55,169.2667,78.91,73.0,40.0,2.3,VU,1717651282.0
450,okuta,9.2167,3.1833,71.33,97.0,78.0,7.56,NG,1717651387.0
451,mormugao,15.4,73.8,85.66,74.0,100.0,4.25,IN,1717651388.0
452,vila do maio,15.1333,-23.2167,70.59,82.0,28.0,13.24,CV,1717651388.0
453,krasnoturansk,54.3186,91.5639,46.24,67.0,100.0,5.01,RU,1717651388.0
454,libenge,3.65,18.6333,70.92,96.0,92.0,2.62,CD,1717651388.0
455,coos bay,43.3665,-124.2179,53.58,87.0,0.0,18.41,US,1717651388.0
456,preobrazheniye,42.9019,133.9064,60.53,84.0,86.0,5.55,RU,1717651303.0
457,east ballina,-28.8667,153.5833,69.8,61.0,0.0,4.07,AU,1717651388.0
458,bururi,-3.85,29.6333,60.96,71.0,65.0,3.11,BI,1717651388.0
459,smithers,54.7804,-127.1743,46.72,66.0,20.0,0.0,CA,1717651388.0
460,columbia falls,48.3725,-114.1815,52.92,64.0,0.0,5.75,US,1717651389.0
461,huicheng,23.0385,116.2899,81.73,81.0,99.0,5.44,CN,1717651389.0
462,lethem,3.3803,-59.7968,76.5,86.0,57.0,4.92,GY,1717651389.0
463,ta`u,-14.2336,-169.5144,80.55,76.0,64.0,19.89,AS,1717651389.0
464,namibe,-15.1961,12.1522,60.62,74.0,3.0,8.46,AO,1717651389.0
465,chiili,,,,,,,,
466,bam,29.106,58.357,91.8,13.0,0.0,10.33,IR,1717651261.0
467,bardai,11.65,7.2333,75.83,74.0,100.0,8.5,NG,1717651389.0
468,phan rang-thap cham,11.5667,108.9833,96.17,43.0,100.0,8.14,VN,1717651389.0
469,nizhneudinsk,54.9076,99.0276,63.1,29.0,29.0,6.38,RU,1717651291.0
470,boyolangu,-8.1181,111.8935,82.08,77.0,70.0,10.38,ID,1717651390.0
471,ketchikan,55.3422,-131.6461,48.67,93.0,100.0,8.05,US,1717651266.0
472,igarka,67.4667,86.5833,33.03,82.0,84.0,4.0,RU,1717651390.0
473,himeji,34.8167,134.7,70.57,61.0,100.0,2.84,JP,1717651390.0
474,lascano,-33.6667,-54.2,56.43,96.0,95.0,3.56,UY,1717651390.0
475,uricani,45.3373,23.1524,59.92,87.0,0.0,4.99,RO,1717651390.0
476,shaowu,27.3409,117.4831,73.81,80.0,91.0,2.06,CN,1717651390.0
477,afif,23.9065,42.9172,94.68,8.0,0.0,13.47,SA,1717651281.0
478,bhimunipatnam,17.8833,83.4333,89.11,57.0,64.0,15.99,IN,1717651390.0
479,trujillo,-8.116,-79.03,62.56,94.0,64.0,6.91,PE,1717651390.0
480,celestun,20.8667,-90.4,82.72,76.0,20.0,13.47,MX,1717651271.0
481,baxter,46.3433,-94.2867,64.47,48.0,100.0,17.27,US,1717651391.0
482,bargara,,,,,,,,
483,nuku'alofa,-21.1333,-175.2,71.94,73.0,20.0,8.05,TO,1717651391.0
484,puerto madero,14.7208,-92.4215,79.0,89.0,0.0,0.0,MX,1717651391.0
485,cill airne,52.05,-9.5167,48.25,87.0,75.0,2.3,IE,1717651391.0
486,okhotsk,59.3833,143.3,42.62,90.0,98.0,6.89,RU,1717651391.0
487,xining,36.6167,101.7667,63.16,50.0,99.0,5.77,CN,1717651391.0
488,laojunmiao,39.8333,97.7333,67.46,24.0,35.0,4.36,CN,1717651392.0
489,ust-nera,64.5667,143.2,69.17,26.0,29.0,1.57,RU,1717651273.0
490,znamenskoye,57.1281,73.8282,58.62,88.0,100.0,7.81,RU,1717651392.0
491,strzelno,52.6279,18.1725,59.83,92.0,91.0,5.61,PL,1717651392.0
492,ormond-by-the-sea,29.3491,-81.0665,79.02,84.0,0.0,3.44,US,1717651392.0
493,mil'kovo,55.6078,37.7956,71.11,74.0,100.0,2.06,RU,1717651392.0
494,piombino,42.9348,10.5221,69.06,88.0,8.0,6.31,IT,1717651392.0
495,minas de marcona,-15.2119,-75.1103,54.86,83.0,0.0,5.79,PE,1717651260.0
496,sunchales,-30.944,-61.5615,56.05,94.0,98.0,6.24,AR,1717651335.0
497,somvarpet,12.6,75.8667,76.98,72.0,95.0,5.32,IN,1717651392.0
498,forster,-32.1667,152.5167,63.28,83.0,43.0,8.37,AU,1717651393.0
499,pahrump,36.2083,-115.9839,91.26,19.0,0.0,1.99,US,1717651393.0
500,juan griego,11.0817,-63.9655,80.74,87.0,29.0,11.92,VE,1717651393.0
501,malvan,16.0667,73.4667,88.39,67.0,89.0,4.65,IN,1717651296.0
502,poronaysk,49.2167,143.1167,49.57,73.0,3.0,13.04,RU,1717651393.0
503,battambang,13.1027,103.1982,96.01,41.0,100.0,6.15,KH,1717651393.0
504,hanzhong,33.0728,107.0303,80.35,52.0,100.0,4.32,CN,1717651393.0
505,pisco,-13.7,-76.2167,60.85,94.0,100.0,3.44,PE,1717651270.0
506,cascais,38.6979,-9.4215,62.94,83.0,64.0,11.01,PT,1717651393.0
507,buka,40.8108,69.1986,84.63,28.0,99.0,5.86,UZ,1717651393.0
508,bodaybo,57.8506,114.1933,41.22,98.0,100.0,3.4,RU,1717651393.0
509,yangambi,0.8102,24.4336,71.46,92.0,97.0,0.43,CD,1717651394.0
510,knyaze-volkonskoye,48.4642,135.4567,73.74,54.0,48.0,1.99,RU,1717651394.0
511,suzun,53.7841,82.3116,70.68,64.0,100.0,12.15,RU,1717651394.0
512,ola,59.5833,151.2833,65.14,77.0,95.0,7.36,RU,1717651303.0
513,moyamba,8.1667,-12.4333,76.05,98.0,100.0,0.69,SL,1717651394.0
514,itacoatiara,-3.1431,-58.4442,74.46,97.0,58.0,1.72,BR,1717651394.0
515,callao,-12.0667,-77.15,63.72,82.0,100.0,5.75,PE,1717651393.0
516,emerald,-23.5333,148.1667,70.34,39.0,0.0,8.48,AU,1717651394.0
517,perico,22.7692,-81.0189,78.51,87.0,31.0,4.92,CU,1717651394.0
518,paracuru,-3.41,-39.0306,80.11,92.0,21.0,8.16,BR,1717651395.0
519,tefe,-3.3542,-64.7114,74.16,98.0,100.0,2.35,BR,1717651395.0
520,toga village,,,,,,,,
521,yarmouth,41.7057,-70.2286,67.1,93.0,75.0,10.0,US,1717651156.0
522,mount pearl,47.5166,-52.7813,48.72,98.0,100.0,2.3,CA,1717651118.0
523,ban houakhoua,20.2453,100.4547,87.3,65.0,98.0,3.04,LA,1717651395.0
524,choibalsan,48.0667,114.5,65.19,46.0,86.0,20.58,MN,1717651395.0
525,vingt cinq,,,,,,,,
526,port augusta,-32.5,137.7667,62.96,53.0,6.0,14.54,AU,1717651159.0
527,porto cristo,39.5395,3.333,71.33,78.0,39.0,4.41,ES,1717651395.0
528,nang rong,14.6377,102.7914,94.41,42.0,100.0,8.5,TH,1717651396.0
529,saint-joseph,-21.3667,55.6167,73.78,75.0,39.0,12.93,RE,1717651396.0
530,torghay,49.6339,63.4981,79.03,54.0,100.0,10.18,KZ,1717651212.0
531,nagqu,31.5,92.0,51.1,48.0,82.0,8.52,CN,1717651294.0
532,chandur,19.7333,79.1833,96.22,40.0,52.0,7.45,IN,1717651396.0
533,boende,-0.2167,20.8667,71.4,96.0,89.0,1.9,CD,1717651396.0
534,kenai,60.5544,-151.2583,49.14,94.0,40.0,6.91,US,1717651278.0
535,mezgor'e,,,,,,,,
536,nema,57.5067,50.5011,66.74,83.0,60.0,6.71,RU,1717651397.0
537,tatsinskiy,48.1968,41.2756,78.87,46.0,72.0,10.29,RU,1717651397.0
538,quiberon,47.4841,-3.1196,53.2,62.0,42.0,12.03,FR,1717651397.0
539,lagunillas,10.1301,-71.2595,79.54,89.0,100.0,7.78,VE,1717651397.0
540,bandarbeyla,9.4942,50.8122,85.59,62.0,73.0,21.94,SO,1717651397.0
541,severo-yeniseyskiy,60.3725,93.0408,50.58,58.0,94.0,11.01,RU,1717651302.0
542,port-vila,-17.7338,168.3219,78.4,78.0,40.0,11.5,VU,1717651397.0
543,asaka,35.8047,139.6019,80.78,57.0,75.0,10.36,JP,1717651397.0
544,faro,37.0194,-7.9322,70.18,56.0,0.0,6.91,PT,1717651397.0
545,dili,-8.5586,125.5736,83.46,72.0,39.0,7.9,TL,1717651397.0
546,souillac,-20.5167,57.5167,75.58,64.0,75.0,12.66,MU,1717651398.0
547,minab,27.1467,57.0801,97.23,24.0,0.0,1.7,IR,1717651398.0
548,anqing,30.5092,117.0506,76.1,64.0,67.0,8.1,CN,1717651398.0
549,xai-xai,-25.0519,33.6442,56.79,31.0,0.0,7.25,MZ,1717651398.0
550,al kharj,24.155,47.3346,97.38,8.0,0.0,8.43,SA,1717651146.0
551,bishoftu,8.75,38.9833,67.33,61.0,81.0,2.95,ET,1717651398.0
552,bengkulu,-3.8004,102.2655,87.26,66.0,79.0,10.36,ID,1717651034.0
553,mirabad,30.4362,61.8383,91.65,14.0,5.0,18.39,AF,1717651398.0
554,alofi,-19.0595,-169.9187,73.29,73.0,7.0,5.75,NU,1717651105.0
555,yenangyaung,20.4667,94.8833,87.82,63.0,100.0,5.73,MM,1717651398.0
556,vilyuchinsk,52.9306,158.4028,61.07,56.0,100.0,13.35,RU,1717651258.0
557,mukalla,14.5425,49.1242,85.89,75.0,58.0,4.23,YE,1717651399.0
558,turtas,58.9417,69.1325,56.71,69.0,88.0,7.65,RU,1717651399.0
559,ardestan,33.3761,52.3694,75.87,33.0,71.0,4.36,IR,1717651399.0
560,battlefield,37.1156,-93.3702,65.26,89.0,0.0,0.0,US,1717651399.0
561,colchester,51.8892,0.9042,51.15,84.0,100.0,5.53,GB,1717651399.0
562,san felipe,10.3399,-68.7425,74.26,94.0,100.0,5.61,VE,1717651399.0
563,nova vicosa,-17.8919,-39.3719,72.59,88.0,8.0,6.58,BR,1717651297.0
564,fnidek,35.8491,-5.3575,74.91,91.0,88.0,7.16,MA,1717651399.0
565,astoria,46.1879,-123.8313,55.29,88.0,0.0,11.5,US,1717651110.0
566,sterling,39.0062,-77.4286,75.2,86.0,75.0,10.36,US,1717651274.0
567,hailey,43.5196,-114.3153,57.33,63.0,7.0,7.2,US,1717651400.0
568,bestobe,52.4994,73.0975,76.03,55.0,53.0,18.14,KZ,1717651400.0
569,belyy yar,53.6039,91.3903,49.89,93.0,75.0,4.47,RU,1717651400.0
570,huilong,31.8111,121.655,66.72,77.0,100.0,8.08,CN,1717651400.0
571,datong,40.0936,113.2914,73.85,45.0,100.0,7.9,CN,1717651400.0
572,ntossoni,,,,,,,,
573,si sa ket,14.8333,104.3333,94.21,47.0,100.0,9.4,TH,1717651211.0
574,prainha,-1.8,-53.48,73.65,97.0,18.0,2.1,BR,1717651400.0
575,lorengau,-2.0226,147.2712,85.51,71.0,71.0,4.83,PG,1717651313.0
576,ratanpur,22.3,82.1667,104.07,26.0,21.0,10.11,IN,1717651401.0
577,monrovia,6.3005,-10.7969,78.57,88.0,80.0,5.44,LR,1717651401.0
578,luderitz,-26.6481,15.1594,54.55,87.0,26.0,8.9,NA,1717651292.0
579,balsas,-7.5325,-46.0356,81.73,43.0,99.0,2.98,BR,1717651401.0
580,devinuwara,,,,,,,,
581,dunay,42.8803,132.3375,54.54,90.0,98.0,11.36,RU,1717651401.0
582,najafabad,32.6344,51.3668,77.54,24.0,0.0,7.0,IR,1717651401.0
583,taoudenni,22.6783,-3.9836,88.54,14.0,0.0,10.45,ML,1717651318.0
584,sandnessjoen,66.0217,12.6316,48.42,87.0,40.0,2.3,NO,1717651306.0
585,masina,-4.3836,15.3914,71.89,83.0,40.0,4.61,CD,1717651402.0
586,barras,-4.2444,-42.2944,73.42,92.0,15.0,3.94,BR,1717651402.0
587,tazovsky,67.4667,78.7,33.42,94.0,96.0,2.75,RU,1717651259.0
588,mo i rana,66.3128,14.1428,51.33,84.0,75.0,3.44,NO,1717651225.0
589,papao,-17.75,-149.55,82.08,79.0,77.0,13.76,PF,1717651402.0
590,cockburn town,21.4612,-71.1419,81.99,87.0,22.0,14.92,TC,1717651147.0
